(1,28,49,2)
(1,29,1,#)
(1,29,7,.)
(1,29,14,8)
(1,29,15,.)
(1,29,27,9)
(1,29,30,#)
(1,29,35,#)
(1,29,37,#)
(1,29,45,#)
(1,29,46,3)
(1,29,47,.)
(1,30,3,#)
(1,30,6,6)
(1,30,8,4)
(1,30,11,#)
(1,30,16,.)
(1,30,26,#)
(1,30,32,.)
(1,30,39,.)
(1,30,41,6)
(1,30,49,#)
(1,31,4,4)
(1,31,7,#)
(1,31,10,.)
(1,31,19,5)
(1,31,23,.)
(1,31,27,#)
(1,31,30,5)
(1,31,31,#)
(1,31,35,#)
(1,31,40,.)
(1,31,44,.)
(1,32,6,.)
(1,32,7,8)
(1,32,8,#)
(1,32,13,#)
(1,32,14,4)
(1,32,16,#)
(1,32,17,9)
(1,32,23,#)
(1,32,26,.)
(1,32,27,2)
(1,32,35,.)
(1,32,39,#)
(1,32,40,1)
(1,32,41,2)
(1,32,46,2)
(1,32,47,#)
(1,33,2,.)
(1,33,5,#)
(1,33,7,#)
(1,33,13,6)
(1,33,15,9)
(1,33,24,3)
(1,33,26,#)
(1,33,37,4)
(1,33,40,#)
(1,33,42,9)
(1,33,44,3)
(1,33,47,.)
(1,34,1,.)
(1,34,3,1)
(1,34,7,.)
(1,34,8,#)
(1,34,9,#)
(1,34,11,6)
(1,34,12,#)
(1,34,13,1)
(1,34,21,.)
(1,34,22,2)
(1,34,24,#)
(1,34,25,8)
(1,34,28,.)
(1,34,31,#)
(1,34,33,5)
(1,34,43,1)
(1,34,44,#)
(1,34,46,.)
(1,35,1,2)
(1,35,5,#)
(1,35,8,#)
(1,35,13,5)
(1,35,17,9)
(1,35,19,#)
(1,35,22,#)
(1,35,27,8)
(1,35,29,#)
(1,35,30,.)
(1,35,31,5)
(1,35,36,#)
(1,35,39,4)
(1,35,43,2)
(1,35,46,3)
(1,36,0,#)
(1,36,4,#)
(1,36,6,#)
(1,36,7,.)
(1,36,8,#)
(1,36,9,#)
(1,36,19,#)
(1,36,24,8)
(1,36,26,.)
(1,36,28,#)
(1,36,30,8)
(1,36,33,#)
(1,36,38,.)
(1,36,39,7)
(1,36,41,.)
(1,36,42,#)
(1,36,44,7)
(1,36,47,.)
(1,37,3,.)
(1,37,4,6)
(1,37,6,#)
(1,37,8,6)
(1,37,10,#)
(1,37,11,#)
(1,37,14,#)
(1,37,15,9)
(1,37,25,1)
(1,37,28,5)
(1,37,29,5)
(1,37,30,.)
(1,37,33,#)
(1,37,35,#)
(1,37,36,8)
(1,37,37,.)
(1,37,44,#)
(1,37,45,#)
(1,37,48,2)
(1,37,49,#)
(1,38,1,7)
(1,38,8,6)
(1,38,17,.)
(1,38,18,8)
(1,38,19,.)
(1,38,20,2)
(1,38,21,4)
(1,38,22,.)
(1,38,23,.)
(1,38,30,.)
(1,38,32,9)
(1,38,37,1)
(1,38,43,#)
(1,39,3,#)
(1,39,6,8)
(1,39,8,4)
(1,39,9,#)
(1,39,13,.)
(1,39,17,.)
(1,39,21,#)
(1,39,26,#)
(1,39,32,#)
(1,39,34,#)
(1,39,35,4)
(1,39,38,#)
(1,39,40,.)
(1,39,44,#)
(1,40,0,#)
(1,40,1,#)
(1,40,2,#)
(1,40,3,6)
(1,40,4,6)
(1,40,6,5)
(1,40,7,8)
(1,40,11,#)
(1,40,15,#)
(1,40,24,7)
(1,40,26,#)
(1,40,27,5)
(1,40,30,#)
(1,40,36,.)
(1,40,37,#)
(1,40,41,.)
(1,40,43,.)
(1,40,47,.)
(1,41,1,5)
(1,41,2,.)
(1,41,3,8)
(1,41,4,5)
(1,41,5,.)
(1,41,11,6)
(1,41,16,.)
(1,41,18,.)
(1,41,21,.)
(1,41,23,.)
(1,41,26,#)
(1,41,27,#)
(1,41,35,.)
(1,41,36,.)
(1,41,38,1)
(1,41,40,.)
(1,41,47,#)
(1,41,48,#)
(1,41,49,.)
(1,42,1,1)
(1,42,2,#)
(1,42,4,.)
(1,42,5,#)
(1,42,10,6)
(1,42,12,.)
(1,42,13,.)
(1,42,17,5)
(1,42,21,#)
(1,42,26,.)
(1,42,28,5)
(1,42,34,#)
(1,42,35,#)
(1,42,36,1)
(1,42,43,#)
(1,43,2,#)
(1,43,4,6)
(1,43,6,#)
(1,43,8,#)
(1,43,9,.)
(1,43,11,#)
(1,43,12,4)
(1,43,16,9)
(1,43,21,3)
(1,43,23,8)
(1,43,24,5)
(1,43,26,4)
(1,43,27,#)
(1,43,28,#)
(1,43,33,#)
(1,43,38,#)
(1,43,39,#)
(1,43,42,#)
(1,43,43,.)
